ticker,date,signal_sec,entry_price,exit_price,pnl_pct,aligned_return_pct,ai_direction,ai_rank,ai_rank_score,status,finalized,exit_reason,sector,market_cap_tier,catalysts,macro_catalysts,record_type,policy,split,trade_count,win_rate_pct,mean_return_pct,median_return_pct,compounded_return_pct,profit_factor,max_drawdown_pct,worst_trade_pct,top_ticker,top_ticker_share_pct,top_day,top_day_share_pct
BHC,2026-07-31,1785502920,6.635,6.635,0,0,bullish,2,56.9,open,false,session_end,Healthcare,mid,9ec25d17a03d1941a46d3c55,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
CMCO,2026-07-31,1785502920,19.088,19.088,0,0,bullish,3,56.4,open,false,session_end,Industrials,small,22fbe645ab305d93c26e9be9,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
DFNS,2026-07-31,1785502920,28.25,28.25,0,0,bullish,5,55,open,false,session_end,Industrials,micro,49205e86e8516d64f517e925,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
KSCP,2026-07-31,1785502920,1.599,1.599,0,0,watch,6,54.5,open,false,session_end,Industrials,nano,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
SNDK,2026-07-31,1785502920,1244,1244,0,0,watch,4,55.1,open,false,session_end,Technology,public_top_gainers,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
XRX,2026-07-31,1785502920,3.09,3.09,0,0,bullish,1,58.4,open,false,session_end,Industrials,small,22fbe645ab305d93c26e9be9|94f1ce45cf8ebf7c29a8c055,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
BE,2026-07-31,1785502980,214.605,214.605,0,0,bullish,7,54.2,open,false,session_end,Industrials,large,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
BHC,2026-07-31,1785503220,6.59,6.59,0,0,bullish,1,56.9,open,false,session_end,Healthcare,mid,9ec25d17a03d1941a46d3c55,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
CMCO,2026-07-31,1785503220,19.03,19.03,0,0,bullish,3,56.4,open,false,session_end,Industrials,small,22fbe645ab305d93c26e9be9,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
DFNS,2026-07-31,1785503220,27.84,27.84,0,0,bullish,5,55,open,false,session_end,Industrials,micro,49205e86e8516d64f517e925,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
KSCP,2026-07-31,1785503220,1.59,1.59,0,0,watch,6,54.5,open,false,session_end,Industrials,nano,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
SNDK,2026-07-31,1785503220,1238.64,1238.64,0,0,watch,4,55.1,open,false,session_end,Technology,public_top_gainers,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
XRX,2026-07-31,1785503220,3.075,3.075,0,0,watch,2,56.6,open,false,session_end,Industrials,small,22fbe645ab305d93c26e9be9|94f1ce45cf8ebf7c29a8c055,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
BE,2026-07-31,1785503280,212.815,212.815,0,0,bullish,7,54.3,open,false,session_end,Industrials,large,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
CIFR,2026-07-31,1785503280,22.24,22.24,0,0,watch,12,51.9,open,false,session_end,Technology,mid,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
BE,2026-07-31,1785503520,212.014,212.014,0,0,bullish,7,54.3,open,false,session_end,Industrials,large,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
BHC,2026-07-31,1785503520,6.645,6.645,0,0,bullish,1,56.9,open,false,session_end,Healthcare,mid,9ec25d17a03d1941a46d3c55,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
CMCO,2026-07-31,1785503520,19.038,19.038,0,0,bullish,3,56.4,open,false,session_end,Industrials,small,22fbe645ab305d93c26e9be9,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
DFNS,2026-07-31,1785503520,27.68,27.68,0,0,bullish,5,55,open,false,session_end,Industrials,micro,49205e86e8516d64f517e925,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
KSCP,2026-07-31,1785503520,1.59,1.59,0,0,watch,6,54.5,open,false,session_end,Industrials,nano,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
SNDK,2026-07-31,1785503520,1243.91,1243.91,0,0,watch,4,55.1,open,false,session_end,Technology,public_top_gainers,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
XRX,2026-07-31,1785503520,3.065,3.065,0,0,watch,2,56.5,open,false,session_end,Industrials,small,22fbe645ab305d93c26e9be9|94f1ce45cf8ebf7c29a8c055,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
AXTI,2026-07-31,1785503580,60.88,60.88,0,0,watch,14,51,open,false,session_end,Technology,mid,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
BE,2026-07-31,1785503820,212.565,212.565,0,0,bullish,7,54.2,open,false,session_end,Industrials,large,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
CMCO,2026-07-31,1785503820,19.081,19.081,0,0,bullish,3,56.4,open,false,session_end,Industrials,small,22fbe645ab305d93c26e9be9,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
DFNS,2026-07-31,1785503820,27.5,27.5,0,0,bullish,5,55,open,false,session_end,Industrials,micro,49205e86e8516d64f517e925,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
GCTK,2026-07-31,1785503820,0.472,0.472,0,0,bullish,8,54.1,open,false,session_end,Healthcare,nano,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
KSCP,2026-07-31,1785503820,1.59,1.59,0,0,watch,6,54.5,open,false,session_end,Industrials,nano,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
SNDK,2026-07-31,1785503820,1243.19,1243.19,0,0,watch,4,55.1,open,false,session_end,Technology,public_top_gainers,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
XRX,2026-07-31,1785503820,3.04,3.04,0,0,watch,2,56.5,open,false,session_end,Industrials,small,22fbe645ab305d93c26e9be9|94f1ce45cf8ebf7c29a8c055,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
CIFR,2026-07-31,1785503880,22.298,22.298,0,0,watch,12,51.8,open,false,session_end,Technology,mid,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
CMCO,2026-07-31,1785504120,19.04,19.04,0,0,bullish,3,56.4,open,false,session_end,Industrials,small,22fbe645ab305d93c26e9be9,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
DFNS,2026-07-31,1785504120,27.802,27.802,0,0,bullish,5,55,open,false,session_end,Industrials,micro,49205e86e8516d64f517e925,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
KSCP,2026-07-31,1785504120,1.585,1.585,0,0,watch,6,54.5,open,false,session_end,Industrials,nano,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
SNDK,2026-07-31,1785504120,1244.13,1244.13,0,0,watch,4,55.1,open,false,session_end,Technology,public_top_gainers,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
XRX,2026-07-31,1785504120,3.03,3.03,0,0,watch,2,56.5,open,false,session_end,Industrials,small,22fbe645ab305d93c26e9be9|94f1ce45cf8ebf7c29a8c055,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
BE,2026-07-31,1785504180,213.175,213.175,0,0,bullish,7,54.2,open,false,session_end,Industrials,large,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
CIFR,2026-07-31,1785504180,22.22,22.22,0,0,watch,12,51.8,open,false,session_end,Technology,mid,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
GCTK,2026-07-31,1785504180,0.481,0.481,0,0,bullish,8,54.1,open,false,session_end,Healthcare,nano,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
BE,2026-07-31,1785504420,215.238,215.238,0,0,bullish,7,54.2,open,false,session_end,Industrials,large,,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
CMCO,2026-07-31,1785504420,19.051,19.051,0,0,bullish,3,56.4,open,false,session_end,Industrials,small,22fbe645ab305d93c26e9be9,64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5|71d86cdd3a9249fa1ed0fdd0|d6f27036a87f212471efa052|25d3a13b2626a451ec3286f3,,,,,,,,,,,,,,,
