ticker,date,signal_sec,entry_price,exit_price,pnl_pct,aligned_return_pct,ai_direction,ai_rank,ai_rank_score,status,finalized,exit_reason,sector,market_cap_tier,catalysts,macro_catalysts,record_type,policy,split,trade_count,win_rate_pct,mean_return_pct,median_return_pct,compounded_return_pct,profit_factor,max_drawdown_pct,worst_trade_pct,top_ticker,top_ticker_share_pct,top_day,top_day_share_pct
EDU,2026-07-29,1785320160,56.85,58.5,2.9,2.9,bullish,8,55.8,open,false,session_end,Consumer Defensive,mid,085e1debc736f96ac4db7806,4adba3b05c703e37ac70048d|771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c,,,,,,,,,,,,,,,
MWYN,2026-07-29,1785322380,0.599,0.58,-3.17,-3.17,bullish,12,52.6,closed_today,true,price_trailing_stop,Consumer Cyclical,nano,,4adba3b05c703e37ac70048d|771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c,,,,,,,,,,,,,,,
AGRZ,2026-07-29,1785323100,0.48,0.526,9.58,9.58,bullish,2,55.5,closed_today,true,price_trailing_stop,Consumer Defensive,nano,,4adba3b05c703e37ac70048d|771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c,,,,,,,,,,,,,,,
LAD,2026-07-29,1785324600,416.15,426.93,2.59,2.59,bullish,3,56.7,open,false,session_end,Consumer Cyclical,mid,,4adba3b05c703e37ac70048d|771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c,,,,,,,,,,,,,,,
LVWR,2026-07-29,1785328020,2.36,2.3,-2.54,-2.54,bullish,8,54.4,closed_today,true,price_trailing_stop,Consumer Cyclical,public_top_gainers,,4adba3b05c703e37ac70048d|771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c,,,,,,,,,,,,,,,
MWYN,2026-07-29,1785329460,0.554,0.573,3.43,3.43,bullish,12,52.6,closed_today,true,price_trailing_stop,Consumer Cyclical,nano,,4adba3b05c703e37ac70048d|771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c,,,,,,,,,,,,,,,
GWAV,2026-07-29,1785330840,3.94,4.013,1.85,1.85,bullish,5,55.3,closed_today,true,price_trailing_stop,Industrials,nano,,4adba3b05c703e37ac70048d|771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c,,,,,,,,,,,,,,,
VRRM,2026-07-29,1785332220,5.125,5.1,-0.49,-0.49,watch,28,50.8,open,false,session_end,Technology,small,,4adba3b05c703e37ac70048d|771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c,,,,,,,,,,,,,,,
LVWR,2026-07-29,1785335880,2.4,2.44,1.67,1.67,bullish,8,54.4,closed_today,true,price_trailing_stop,Consumer Cyclical,public_top_gainers,,4adba3b05c703e37ac70048d|771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c,,,,,,,,,,,,,,,
BATL,2026-07-29,1785339240,1.495,1.48,-1,-1,watch,12,54.1,open,false,session_end,Energy,nano,,4adba3b05c703e37ac70048d|771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c,,,,,,,,,,,,,,,
SKYQ,2026-07-29,1785339360,4.29,4.37,1.86,1.86,watch,26,50,closed_today,true,price_trailing_stop,Energy,nano,,4adba3b05c703e37ac70048d|771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c,,,,,,,,,,,,,,,
ALVO,2026-07-29,1785339600,3.462,3.42,-1.21,-1.21,watch,29,50.3,open,false,session_end,Healthcare,public_top_gainers,,4adba3b05c703e37ac70048d|771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c,,,,,,,,,,,,,,,
DCX,2026-07-29,1785340740,1.08,1.21,12.04,12.04,bullish,13,53.8,closed_today,true,price_trailing_stop,Consumer Cyclical,nano,,4adba3b05c703e37ac70048d|771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c,,,,,,,,,,,,,,,
MPLT,2026-07-29,1785340980,15.02,15.13,0.73,0.73,bullish,22,50.2,open,false,session_end,Healthcare,small,,4adba3b05c703e37ac70048d|771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c,,,,,,,,,,,,,,,
STFS,2026-07-29,1785341220,4.43,4.34,-2.03,-2.03,bullish,3,55.5,closed_today,true,price_trailing_stop,Communication Services,nano,,4adba3b05c703e37ac70048d|771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c,,,,,,,,,,,,,,,
CLW,2026-07-29,1785341700,21.43,21.43,0,0,bullish,27,51,open,false,session_end,Basic Materials,small,,4adba3b05c703e37ac70048d|771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c,,,,,,,,,,,,,,,
STFS,2026-07-29,1785343740,4.6,4.6,0,0,bullish,3,55.5,open,false,session_end,Communication Services,nano,,4adba3b05c703e37ac70048d|771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab,,,,,,,,,,,,,,,
GSUN,2026-07-29,1785344040,0.303,0.303,0,0,bullish,10,53.7,open,false,session_end,Consumer Defensive,nano,,4adba3b05c703e37ac70048d|771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab,,,,,,,,,,,,,,,
STFS,2026-07-29,1785344040,4.628,4.628,0,0,bullish,3,55.4,open,false,session_end,Communication Services,nano,,4adba3b05c703e37ac70048d|771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab,,,,,,,,,,,,,,,
STFS,2026-07-29,1785344340,4.53,4.53,0,0,bullish,3,55.3,open,false,session_end,Communication Services,nano,,4adba3b05c703e37ac70048d|771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab,,,,,,,,,,,,,,,
STFS,2026-07-29,1785344640,4.501,4.501,0,0,bullish,3,55.2,open,false,session_end,Communication Services,nano,,4adba3b05c703e37ac70048d|771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab,,,,,,,,,,,,,,,
VIVK,2026-07-29,1785344640,2.339,2.339,0,0,bullish,9,53.8,open,false,session_end,Energy,nano,,4adba3b05c703e37ac70048d|771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab,,,,,,,,,,,,,,,
GSUN,2026-07-29,1785344700,0.294,0.35,19.05,19.05,bullish,10,53.2,closed_today,true,price_trailing_stop,Consumer Defensive,nano,,4adba3b05c703e37ac70048d|771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab,,,,,,,,,,,,,,,
STFS,2026-07-29,1785344940,4.513,4.513,0,0,bullish,3,55.1,open,false,session_end,Communication Services,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab,,,,,,,,,,,,,,,
VIVK,2026-07-29,1785344940,2.31,2.31,0,0,bullish,9,53.7,open,false,session_end,Energy,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab,,,,,,,,,,,,,,,
STFS,2026-07-29,1785345240,4.42,4.42,0,0,bullish,3,55,open,false,session_end,Communication Services,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab,,,,,,,,,,,,,,,
VIVK,2026-07-29,1785345240,2.31,2.31,0,0,bullish,9,53.6,open,false,session_end,Energy,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab,,,,,,,,,,,,,,,
STFS,2026-07-29,1785345540,4.43,4.43,0,0,bullish,3,54.9,open,false,session_end,Communication Services,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab,,,,,,,,,,,,,,,
VIVK,2026-07-29,1785345540,2.33,2.33,0,0,bullish,9,53.5,open,false,session_end,Energy,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab,,,,,,,,,,,,,,,
STFS,2026-07-29,1785345780,4.49,4.49,0,0,bullish,3,54.8,open,false,session_end,Communication Services,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab,,,,,,,,,,,,,,,
AGRZ,2026-07-29,1785345840,0.35,0.35,0,0,bullish,2,55,open,false,session_end,Consumer Defensive,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab,,,,,,,,,,,,,,,
VIVK,2026-07-29,1785345840,2.36,2.36,0,0,bullish,9,53.4,open,false,session_end,Energy,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab,,,,,,,,,,,,,,,
GMM,2026-07-29,1785346020,2.95,3,1.69,1.69,bullish,16,52.8,closed_today,true,price_trailing_stop,Technology,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab,,,,,,,,,,,,,,,
STFS,2026-07-29,1785346140,4.56,4.56,0,0,bullish,3,54.7,open,false,session_end,Communication Services,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab,,,,,,,,,,,,,,,
AGRZ,2026-07-29,1785346440,0.317,0.317,0,0,bullish,2,54.8,open,false,session_end,Consumer Defensive,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab,,,,,,,,,,,,,,,
STFS,2026-07-29,1785346440,4.571,4.571,0,0,bullish,3,54.6,open,false,session_end,Communication Services,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab,,,,,,,,,,,,,,,
STFS,2026-07-29,1785346740,4.64,4.64,0,0,bullish,3,56.2,open,false,session_end,Communication Services,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab,,,,,,,,,,,,,,,
STFS,2026-07-29,1785347040,4.611,4.611,0,0,bullish,3,56.2,open,false,session_end,Communication Services,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab,,,,,,,,,,,,,,,
STFS,2026-07-29,1785347220,4.57,4.57,0,0,bullish,3,56.2,open,false,session_end,Communication Services,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab,,,,,,,,,,,,,,,
STFS,2026-07-29,1785347820,4.62,4.62,0,0,bullish,3,56.2,open,false,session_end,Communication Services,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab,,,,,,,,,,,,,,,
GSUN,2026-07-29,1785347880,0.322,0.322,0,0,bullish,10,54.4,open,false,session_end,Consumer Defensive,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab,,,,,,,,,,,,,,,
AGRZ,2026-07-29,1785348000,0.31,0.31,0,0,bullish,2,56.2,open,false,session_end,Consumer Defensive,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab,,,,,,,,,,,,,,,
GSUN,2026-07-29,1785348000,0.319,0.319,0,0,bullish,10,54.4,open,false,session_end,Consumer Defensive,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab,,,,,,,,,,,,,,,
STFS,2026-07-29,1785348000,4.64,4.64,0,0,bullish,3,56.2,open,false,session_end,Communication Services,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab,,,,,,,,,,,,,,,
STFS,2026-07-29,1785348120,4.77,4.622,-3.1,-3.1,bullish,3,55.9,closed_today,true,price_trailing_stop,Communication Services,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab,,,,,,,,,,,,,,,
AGRZ,2026-07-29,1785348300,0.315,0.315,0,0,bullish,2,56.2,open,false,session_end,Consumer Defensive,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab,,,,,,,,,,,,,,,
GSUN,2026-07-29,1785348300,0.32,0.32,0,0,bullish,10,54.3,open,false,session_end,Consumer Defensive,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab,,,,,,,,,,,,,,,
SKYQ,2026-07-29,1785348600,4.54,4.74,4.41,4.41,watch,30,50,open,false,session_end,Energy,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab,,,,,,,,,,,,,,,
MANH,2026-07-29,1785349380,204.99,205.25,0.13,0.13,watch,29,50.1,open,false,session_end,Technology,public_top_gainers,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248,,,,,,,,,,,,,,,
STFS,2026-07-29,1785351120,4.63,4.63,0,0,bullish,3,55.9,open,false,session_end,Communication Services,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248,,,,,,,,,,,,,,,
STFS,2026-07-29,1785352320,4.6,4.6,0,0,bullish,3,55.5,open,false,session_end,Communication Services,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34,,,,,,,,,,,,,,,
STFS,2026-07-29,1785352860,4.6,4.6,0,0,bullish,3,55.3,open,false,session_end,Communication Services,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34,,,,,,,,,,,,,,,
STFS,2026-07-29,1785353940,4.62,4.45,-3.68,-3.68,bullish,3,54.3,closed_today,true,price_trailing_stop,Communication Services,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34,,,,,,,,,,,,,,,
GCTK,2026-07-30,1785408480,0.373,0.383,2.68,2.68,bullish,6,55,closed_today,true,price_trailing_stop,Healthcare,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5,,,,,,,,,,,,,,,
CORT,2026-07-30,1785409200,121.354,118.18,-2.62,-2.62,bullish,7,57.5,open,false,session_end,Healthcare,public_top_gainers,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5,,,,,,,,,,,,,,,
SXTC,2026-07-30,1785411600,0.071,0.07,-1.41,-1.41,bullish,27,51,closed_today,true,price_trailing_stop,Healthcare,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5,,,,,,,,,,,,,,,
DCX,2026-07-30,1785412380,1.24,1.251,0.89,0.89,bullish,26,53.5,closed_today,true,price_trailing_stop,Consumer Cyclical,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5,,,,,,,,,,,,,,,
GWAV,2026-07-30,1785413400,2.868,2.71,-5.51,-5.51,bullish,4,50.5,closed_today,true,price_trailing_stop,Industrials,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5,,,,,,,,,,,,,,,
DFNS,2026-07-30,1785413700,83.54,83.54,0,0,bullish,1,55.3,open,false,session_end,Industrials,micro,49205e86e8516d64f517e925,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5,,,,,,,,,,,,,,,
SPRC,2026-07-30,1785413700,9.03,9.03,0,0,bullish,4,50.6,open,false,session_end,Healthcare,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5,,,,,,,,,,,,,,,
STFS,2026-07-30,1785413700,3.914,3.914,0,0,bullish,2,50.7,open,false,session_end,Communication Services,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5,,,,,,,,,,,,,,,
GWAV,2026-07-30,1785415620,2.71,2.71,0,0,bullish,4,50.5,open,false,session_end,Industrials,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5,,,,,,,,,,,,,,,
DFNS,2026-07-30,1785415800,78.97,78.97,0,0,bullish,1,55.3,open,false,session_end,Industrials,micro,49205e86e8516d64f517e925,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5,,,,,,,,,,,,,,,
SPRC,2026-07-30,1785415800,9.589,9.589,0,0,bullish,3,50.6,open,false,session_end,Healthcare,nano,,771cbabb1bef12f115a1b8c2|f9f147b53107bf5b523a8584|58d68b872a9eeb7fd1969a5d|64025c1388f33655e865dd5c|0a873fda1ee6252e8ac6097c|91837d6f1d13fd6ca851d0ab|b17d16a41740cf57e7843248|8bbf41266e90e47b03e4789a|4162c478c13f83052155de34|ec56b77104bd6ba0abf12e05|1e71e7453939b452278ecb25|8812824db91c14272bb75fd8|70474b376fdc8e8f6cfe9cad|f54625ca068c2718ca3f15c8|0580c6e7d603ed97b5bab8f5,,,,,,,,,,,,,,,
