event_id,ticker,detected_sec,missing_reason,category,direction,detection_date_et,base_sec,base_close,return_15m_pct,return_30m_pct,return_60m_pct,return_120m_pct,return_official_close_pct,return_next_session_close_pct,ohlc_sources,caveat
5894f70ba0b91f8e06eb3c9c,TGT,1784931304,no_real_bar_at_or_after_detection,,,,,,,,,,,,,
11de35a645519a240a4e78e8,FUNC,1784931660,no_real_bar_at_or_after_detection,,,,,,,,,,,,,
11de35a645519a240a4e78e8,KFRC,1784931660,no_real_bar_at_or_after_detection,,,,,,,,,,,,,
417ed5ba2f308b003bc440b9,RIVN,1784932144,no_real_bar_at_or_after_detection,,,,,,,,,,,,,
88369b6f089242c4cd65b482,NVDA,1784956200,,contract_partnership,bullish,2026-07-25,1785139200,209.09,0,0,0,0,,-6.012291357788513,"[""yahoo_chart_ohlcv""]",Price context only; no causal claim.
d939e4819c65942b7611c753,MCHP,1784961089,no_real_bar_at_or_after_detection,,,,,,,,,,,,,
673fa5f52302225e06d6d835,GOOG,1784963646,,geopolitical,uncertain,2026-07-25,1785139200,323.2173,0,0,0,0,,1.1795779495713754,"[""yahoo_chart_ohlcv""]",Price context only; no causal claim.
45eea3a78a2f5a2890b4e1d5,MCHP,1784963646,no_real_bar_at_or_after_detection,,,,,,,,,,,,,
96daba16d1e92055f3e12017,TGT,1785033943,no_real_bar_at_or_after_detection,,,,,,,,,,,,,
680aad378b49c7c914c5144c,AMZN,1785056422,,geopolitical,uncertain,2026-07-26,1785139200,235,0,0,0,0,,-1.5063829787233973,"[""yahoo_chart_ohlcv""]",Price context only; no causal claim.
680aad378b49c7c914c5144c,CMCSA,1785056422,no_real_bar_at_or_after_detection,,,,,,,,,,,,,
680aad378b49c7c914c5144c,DIS,1785056422,no_real_bar_at_or_after_detection,,,,,,,,,,,,,
7195bc21f873c057b12ffdf1,AMZN,1785060018,,geopolitical,uncertain,2026-07-26,1785139200,235,0,0,0,0,,-1.5063829787233973,"[""yahoo_chart_ohlcv""]",Price context only; no causal claim.
7195bc21f873c057b12ffdf1,BNO,1785060018,no_real_bar_at_or_after_detection,,,,,,,,,,,,,
7195bc21f873c057b12ffdf1,META,1785060018,,geopolitical,uncertain,2026-07-26,1785139200,602.33,0,0,0,0,,-1.3829628276858297,"[""yahoo_chart_ohlcv""]",Price context only; no causal claim.
996b57b61b58a2f68fb38c5f,EDHL,1785074400,no_real_bar_at_or_after_detection,,,,,,,,,,,,,
adb3cc39e4f6eb9c6d1d2657,GS,1785076543,no_real_bar_at_or_after_detection,,,,,,,,,,,,,
adb3cc39e4f6eb9c6d1d2657,JPM,1785076543,no_real_bar_at_or_after_detection,,,,,,,,,,,,,
adb3cc39e4f6eb9c6d1d2657,MS,1785076543,no_real_bar_at_or_after_detection,,,,,,,,,,,,,
54ce877103a7a4a9120b893f,AAPL,1785095716,,macroeconomic,uncertain,2026-07-26,1785139200,334.24,0,0,0,0,,0.8287458113930057,"[""yahoo_chart_ohlcv""]",Price context only; no causal claim.
54ce877103a7a4a9120b893f,AMZN,1785095716,,macroeconomic,uncertain,2026-07-26,1785139200,235,0,0,0,0,,-1.5063829787233973,"[""yahoo_chart_ohlcv""]",Price context only; no causal claim.
54ce877103a7a4a9120b893f,CME,1785095716,no_real_bar_at_or_after_detection,,,,,,,,,,,,,
02e5a3932e6e5a746cbbe5d3,BF.B,1785099780,no_real_bar_at_or_after_detection,,,,,,,,,,,,,
5b9107d47bb779668c7ab4f2,BF.A,1785101940,no_real_bar_at_or_after_detection,,,,,,,,,,,,,
b3210445c53c24cd7f711b76,NVDA,1785105856,,merger_acquisition,mixed,2026-07-26,1785139200,209.09,0,0,0,0,,-6.012291357788513,"[""yahoo_chart_ohlcv""]",Price context only; no causal claim.
0dbea710f3181831881eca92,EVN,1785106320,no_real_bar_at_or_after_detection,,,,,,,,,,,,,
085e1debc736f96ac4db7806,EDU,1785107284,,earnings_guidance,bullish,2026-07-26,1785312000,50.69,0,0,0,0,,15.56520023673309,"[""yahoo_chart_ohlcv""]",Price context only; no causal claim.
1f3156754a1c57c1f9cd027b,EQT,1785108505,,merger_acquisition,mixed,2026-07-26,1785139200,52.1185,0,0,0,0,,1.691338008576615,"[""yahoo_chart_ohlcv""]",Price context only; no causal claim.
1f3156754a1c57c1f9cd027b,PPT,1785108505,no_real_bar_at_or_after_detection,,,,,,,,,,,,,
9810ce22eda55c99e89bf741,GS,1785109487,no_real_bar_at_or_after_detection,,,,,,,,,,,,,
9810ce22eda55c99e89bf741,JPM,1785109487,no_real_bar_at_or_after_detection,,,,,,,,,,,,,
9810ce22eda55c99e89bf741,MS,1785109487,no_real_bar_at_or_after_detection,,,,,,,,,,,,,
ee910d33ace76a631de052fe,BSL,1785111593,no_real_bar_at_or_after_detection,,,,,,,,,,,,,
5fa3c3b1e53fc61ef0ba94e2,NVDA,1785113100,,contract_partnership,bullish,2026-07-26,1785139200,209.09,0,0,0,0,,-6.012291357788513,"[""yahoo_chart_ohlcv""]",Price context only; no causal claim.
7ae2e9a43df6a380df60987b,CLS,1785185983,,earnings_guidance,bullish,2026-07-27,1785186000,342.1456,0.3533875636571038,0.3958548641280091,0.3637048087130168,0.6555104025888436,,2.096885068812804,"[""yahoo_chart_ohlcv""]",Price context only; no causal claim.
4cf3b0b06ec04a09c57704e2,CRML,1785203524,no_real_bar_at_or_after_detection,,,,,,,,,,,,,
25b1d8e70e437b9821e439b7,INTC,1785331200,no_real_bar_at_or_after_detection,,,,,,,,,,,,,
b41ba0844ce1660699c5a8a6,UNIT,1785346740,no_real_bar_at_or_after_detection,,,,,,,,,,,,,
57c7136d120dba1b51a1e88d,TEVA,1785347820,no_real_bar_at_or_after_detection,,,,,,,,,,,,,
da613ccd7f15fcf7fe92a396,ACCS,1785348600,no_real_bar_at_or_after_detection,,,,,,,,,,,,,
0ec100626da324ead3b1bbb6,MAS,1785349260,no_real_bar_at_or_after_detection,,,,,,,,,,,,,
16bebef073d64d9394cceadd,SPY,1785350676,no_real_bar_at_or_after_detection,,,,,,,,,,,,,
6efb6f017123f9f8dbb4f4c6,VFC,1785352902,no_real_bar_at_or_after_detection,,,,,,,,,,,,,
49205e86e8516d64f517e925,DFNS,1785354866,,capital_structure,mixed,2026-07-29,1785354900,52.75,-6.729857819905205,11.848341232227488,59.241706161137444,56.03791469194312,9.028436018957354,61.53554502369667,"[""yahoo_chart_ohlcv""]",Price context only; no causal claim.
